"year","jurisdiction","cause_subgroup","deaths"
"2020","New Hampshire","Influenza and pneumonia","22"
"2020","New Hampshire","Ischemic heart disease","1540"
"2020","New Hampshire","Heart failure","141"
"2020","New Hampshire","Malignant neoplasms","2769"
"2020","New Hampshire","Alzheimer disease and dementia","1627"
"2020","New Hampshire","Diabetes","60"
"2020","New Hampshire","Other diseases of the circulatory system","829"
"2020","New Hampshire","Other diseases of the respiratory system","13"
"2020","New Hampshire","Hypertensive diseases","11"
"2020","New Jersey","Diabetes","2475"
"2020","New Jersey","Ischemic heart disease","10682"
"2020","New Jersey","Sepsis","2097"
"2020","New Jersey","Influenza and pneumonia","1674"
"2020","New Jersey","Cerebrovascular diseases","3723"
"2020","New Jersey","Alzheimer disease and dementia","7483"
"2020","New Jersey","Malignant neoplasms","15639"
"2020","New Jersey","Other diseases of the circulatory system","5903"
"2020","New Jersey","Heart failure","2732"
"2020","New Jersey","Hypertensive diseases","2437"
"2020","New Jersey","Other diseases of the respiratory system","3056"
"2020","New Jersey","Chronic lower respiratory disease","3013"
"2020","New Jersey","Renal failure","1671"
"2020","New Mexico","Heart failure","120"
"2020","New Mexico","Other diseases of the respiratory system","60"
"2020","New Mexico","Renal failure","59"
"2020","New Mexico","Other diseases of the circulatory system","785"
"2020","New Mexico","Cerebrovascular diseases","890"
"2020","New Mexico","Ischemic heart disease","2975"
"2020","New Mexico","Chronic lower respiratory disease","1142"
"2020","New Mexico","Alzheimer disease and dementia","1745"
"2020","New Mexico","Malignant neoplasms","3586"
"2020","New Mexico","Diabetes","724"
"2020","New Mexico","Hypertensive diseases","72"
"2020","New Mexico","Influenza and pneumonia","134"
"2020","New York","Alzheimer disease and dementia","10450"
"2020","New York","Other diseases of the respiratory system","2664"
"2020","New York","Influenza and pneumonia","2616"
"2020","New York","Heart failure","2053"
"2020","New York","Sepsis","1209"
"2020","New York","Cerebrovascular diseases","4193"
"2020","New York","Ischemic heart disease","17661"
"2020","New York","Other diseases of the circulatory system","6122"
"2020","New York","Malignant neoplasms","21487"
"2020","New York","Hypertensive diseases","4130"
"2020","New York","Renal failure","1919"
"2020","New York","Diabetes","3218"
"2020","New York","Chronic lower respiratory disease","4857"
"2020","New York City","Diabetes","2265"
"2020","New York City","Hypertensive diseases","5173"
"2020","New York City","Other diseases of the respiratory system","996"
"2020","New York City","Cerebrovascular diseases","2216"
"2020","New York City","Sepsis","450"
"2020","New York City","Influenza and pneumonia","2158"
"2020","New York City","Other diseases of the circulatory system","2101"
"2020","New York City","Chronic lower respiratory disease","1813"
"2020","New York City","Alzheimer disease and dementia","3304"
"2020","New York City","Malignant neoplasms","11831"
"2020","New York City","Ischemic heart disease","15996"
"2020","New York City","Heart failure","332"
"2020","New York City","Renal failure","480"
"2020","North Carolina","Cerebrovascular diseases","5833"
"2020","North Carolina","Alzheimer disease and dementia","11174"
"2020","North Carolina","Malignant neoplasms","20489"
"2020","North Carolina","Hypertensive diseases","2859"
"2020","North Carolina","Chronic lower respiratory disease","5274"
"2020","North Carolina","Sepsis","1641"
"2020","North Carolina","Diabetes","3613"
"2020","North Carolina","Ischemic heart disease","10890"
"2020","North Carolina","Other diseases of the circulatory system","5689"
"2020","North Carolina","Influenza and pneumonia","1857"
"2020","North Carolina","Renal failure","2099"
"2020","North Carolina","Heart failure","3553"
"2020","North Carolina","Other diseases of the respiratory system","2429"
"2020","North Dakota","Malignant neoplasms","1398"
"2020","North Dakota","Cerebrovascular diseases","58"
"2020","North Dakota","Ischemic heart disease","798"
"2020","North Dakota","Other diseases of the circulatory system","203"
"2020","North Dakota","Diabetes","11"
"2020","North Dakota","Chronic lower respiratory disease","70"
"2020","North Dakota","Influenza and pneumonia","11"
"2020","North Dakota","Alzheimer disease and dementia","698"
"2020","Ohio","Renal failure","2177"
"2020","Ohio","Sepsis","2073"
"2020","Ohio","Cerebrovascular diseases","7180"
"2020","Ohio","Chronic lower respiratory disease","7111"
"2020","Ohio","Malignant neoplasms","25324"
"2020","Ohio","Other diseases of the respiratory system","3316"
"2020","Ohio","Heart failure","4080"
"2020","Ohio","Hypertensive diseases","4324"
"2020","Ohio","Ischemic heart disease","16381"
"2020","Ohio","Influenza and pneumonia","2076"
"2020","Ohio","Other diseases of the circulatory system","9107"
"2020","Ohio","Diabetes","4439"
"2020","Ohio","Alzheimer disease and dementia","13370"
"2020","Oklahoma","Influenza and pneumonia","418"
"2020","Oklahoma","Sepsis","195"
"2020","Oklahoma","Diabetes","1537"
"2020","Oklahoma","Alzheimer disease and dementia","3747"
"2020","Oklahoma","Heart failure","748"
"2020","Oklahoma","Other diseases of the circulatory system","1587"
"2020","Oklahoma","Chronic lower respiratory disease","2906"
"2020","Oklahoma","Ischemic heart disease","5334"
"2020","Oklahoma","Renal failure","226"
"2020","Oklahoma","Malignant neoplasms","8293"
"2020","Oklahoma","Cerebrovascular diseases","1880"
"2020","Oklahoma","Other diseases of the respiratory system","331"
"2020","Oklahoma","Hypertensive diseases","4719"
"2020","Oregon","Diabetes","1373"
"2020","Oregon","Influenza and pneumonia","215"
"2020","Oregon","Other diseases of the respiratory system","482"
"2020","Oregon","Ischemic heart disease","3490"
"2020","Oregon","Alzheimer disease and dementia","4542"
"2020","Oregon","Cerebrovascular diseases","2260"
"2020","Oregon","Heart failure","1014"
"2020","Oregon","Chronic lower respiratory disease","1975"
"2020","Oregon","Hypertensive diseases","1275"
"2020","Oregon","Renal failure","95"
"2020","Oregon","Other diseases of the circulatory system","2839"
"2020","Oregon","Malignant neoplasms","8377"
"2020","Pennsylvania","Malignant neoplasms","28496"
"2020","Pennsylvania","Alzheimer disease and dementia","14416"
"2020","Pennsylvania","Chronic lower respiratory disease","6187"
"2020","Pennsylvania","Sepsis","2379"
"2020","Pennsylvania","Other diseases of the circulatory system","9795"
"2020","Pennsylvania","Cerebrovascular diseases","7123"
"2020","Pennsylvania","Hypertensive diseases","3720"
"2020","Pennsylvania","Ischemic heart disease","17750"
"2020","Pennsylvania","Influenza and pneumonia","2443"
"2020","Pennsylvania","Renal failure","2941"
"2020","Pennsylvania","Diabetes","4324"
"2020","Pennsylvania","Heart failure","5114"
"2020","Pennsylvania","Other diseases of the respiratory system","3605"
"2020","Puerto Rico","Alzheimer disease and dementia","3105"
"2020","Puerto Rico","Hypertensive diseases","1489"
"2020","Puerto Rico","Heart failure","207"
"2020","Puerto Rico","Malignant neoplasms","5414"
"2020","Puerto Rico","Other diseases of the respiratory system","555"
"2020","Puerto Rico","Chronic lower respiratory disease","1083"
"2020","Puerto Rico","Other diseases of the circulatory system","837"
"2020","Puerto Rico","Influenza and pneumonia","715"
"2020","Puerto Rico","Diabetes","3266"
"2020","Puerto Rico","Sepsis","574"
"2020","Puerto Rico","Cerebrovascular diseases","1269"
"2020","Puerto Rico","Renal failure","909"
"2020","Puerto Rico","Ischemic heart disease","3653"
"2020","Rhode Island","Hypertensive diseases","37"
"2020","Rhode Island","Ischemic heart disease","1479"
"2020","Rhode Island","Alzheimer disease and dementia","1369"
"2020","Rhode Island","Cerebrovascular diseases","148"
"2020","Rhode Island","Other diseases of the circulatory system","377"
"2020","Rhode Island","Chronic lower respiratory disease","198"
"2020","Rhode Island","Heart failure","11"
"2020","Rhode Island","Diabetes","67"
"2020","Rhode Island","Malignant neoplasms","2168"
"2020","South Carolina","Chronic lower respiratory disease","3074"
"2020","South Carolina","Alzheimer disease and dementia","6000"
"2020","South Carolina","Diabetes","1973"
"2020","South Carolina","Malignant neoplasms","10709"
"2020","South Carolina","Influenza and pneumonia","615"
"2020","South Carolina","Other diseases of the circulatory system","3465"
"2020","South Carolina","Hypertensive diseases","2002"
"2020","South Carolina","Heart failure","1573"
"2020","South Carolina","Ischemic heart disease","5686"
"2020","South Carolina","Cerebrovascular diseases","2851"
"2020","South Carolina","Other diseases of the respiratory system","1335"
"2020","South Carolina","Sepsis","906"
"2020","South Carolina","Renal failure","970"
"2020","South Dakota","Malignant neoplasms","1804"
"2020","South Dakota","Hypertensive diseases","11"
"2020","South Dakota","Other diseases of the circulatory system","230"
"2020","South Dakota","Cerebrovascular diseases","152"
"2020","South Dakota","Chronic lower respiratory disease","134"
"2020","South Dakota","Alzheimer disease and dementia","654"
"2020","South Dakota","Diabetes","24"
"2020","South Dakota","Ischemic heart disease","1167"
"2020","Tennessee","Sepsis","1001"
"2020","Tennessee","Ischemic heart disease","11126"
"2020","Tennessee","Diabetes","2715"
"2020","Tennessee","Heart failure","1529"
"2020","Tennessee","Other diseases of the circulatory system","4045"
"2020","Tennessee","Alzheimer disease and dementia","8128"
"2020","Tennessee","Chronic lower respiratory disease","4765"
"2020","Tennessee","Cerebrovascular diseases","4154"
"2020","Tennessee","Malignant neoplasms","15107"
"2020","Tennessee","Renal failure","1102"
"2020","Tennessee","Hypertensive diseases","4005"
"2020","Tennessee","Influenza and pneumonia","1695"
"2020","Tennessee","Other diseases of the respiratory system","1743"
"2020","Texas","Heart failure","6024"
"2020","Texas","Influenza and pneumonia","3644"
"2020","Texas","Chronic lower respiratory disease","10676"
"2020","Texas","Diabetes","8169"
"2020","Texas","Malignant neoplasms","43248"
"2020","Texas","Sepsis","3528"
"2020","Texas","Renal failure","4454"
"2020","Texas","Cerebrovascular diseases","12024"
"2020","Texas","Other diseases of the circulatory system","12202"
"2020","Texas","Hypertensive diseases","9169"
"2020","Texas","Alzheimer disease and dementia","23442"
"2020","Texas","Ischemic heart disease","28948"
"2020","Texas","Other diseases of the respiratory system","4773"
"2020","United States","Other diseases of the respiratory system","67394"
"2020","United States","Sepsis","40722"
"2020","United States","Diabetes","103801"
"2020","United States","Ischemic heart disease","389377"
"2020","United States","Renal failure","52313"
"2020","United States","Hypertensive diseases","121968"
"2020","United States","Other diseases of the circulatory system","182706"
"2020","United States","Chronic lower respiratory disease","155110"
"2020","United States","Heart failure","87211"
"2020","United States","Influenza and pneumonia","54519"
"2020","United States","Alzheimer disease and dementia","308651"
"2020","United States","Cerebrovascular diseases","162757"
"2020","United States","Malignant neoplasms","611301"
"2020","Utah","Influenza and pneumonia","71"
"2020","Utah","Other diseases of the respiratory system","134"
"2020","Utah","Cerebrovascular diseases","931"
"2020","Utah","Other diseases of the circulatory system","1307"
"2020","Utah","Diabetes","743"
"2020","Utah","Malignant neoplasms","3580"
"2020","Utah","Hypertensive diseases","532"
"2020","Utah","Heart failure","975"
"2020","Utah","Chronic lower respiratory disease","943"
"2020","Utah","Renal failure","56"
"2020","Utah","Ischemic heart disease","1939"
"2020","Utah","Alzheimer disease and dementia","2268"
"2020","Vermont","Malignant neoplasms","1382"
"2020","Vermont","Ischemic heart disease","1021"
"2020","Vermont","Other diseases of the circulatory system","37"
"2020","Vermont","Alzheimer disease and dementia","539"
"2020","Vermont","Chronic lower respiratory disease","83"
"2020","Virginia","Renal failure","1622"
"2020","Virginia","Ischemic heart disease","8027"
"2020","Virginia","Other diseases of the circulatory system","4675"
"2020","Virginia","Heart failure","2672"
"2020","Virginia","Malignant neoplasms","15463"
"2020","Virginia","Alzheimer disease and dementia","8598"
"2020","Virginia","Diabetes","2636"
"2020","Virginia","Hypertensive diseases","2001"
"2020","Virginia","Influenza and pneumonia","1149"
"2020","Virginia","Chronic lower respiratory disease","3464"
"2020","Virginia","Cerebrovascular diseases","4085"
"2020","Virginia","Other diseases of the respiratory system","1921"
"2020","Virginia","Sepsis","978"
"2020","Washington","Diabetes","2105"
"2020","Washington","Renal failure","93"
"2020","Washington","Other diseases of the circulatory system","3647"
"2020","Washington","Influenza and pneumonia","604"
"2020","Washington","Chronic lower respiratory disease","2771"
"2020","Washington","Other diseases of the respiratory system","1512"
"2020","Washington","Cerebrovascular diseases","3135"
"2020","Washington","Malignant neoplasms","12997"
"2020","Washington","Ischemic heart disease","7026"
"2020","Washington","Heart failure","521"
"2020","Washington","Sepsis","501"
"2020","Washington","Alzheimer disease and dementia","6523"
"2020","Washington","Hypertensive diseases","2411"
"2020","West Virginia","Hypertensive diseases","813"
"2020","West Virginia","Other diseases of the respiratory system","127"
"2020","West Virginia","Chronic lower respiratory disease","1658"
"2020","West Virginia","Renal failure","356"
"2020","West Virginia","Alzheimer disease and dementia","2119"
"2020","West Virginia","Other diseases of the circulatory system","1104"
"2020","West Virginia","Malignant neoplasms","4713"
